"Tuesday, November 14"
285: Tanner Hall (Arizona State) over Jordan Wood (Lehigh) (TB-2 4-3)

"Minnesota 20, Rutgers 12"
"285: Rylee Streifel (MINN) dec. Razohnn Gross (RU), 2-0"
"125: Ethan Lizak (MINN) tech fall Luke Ecklof (RU), 16-0"
"133: Mitch Mckee (MINN) dec. Scott DelVecchio (RU), 8-6"
"141: Tommy Thorn (MINN) dec. Michael Van Brill (RU), 7-0"
"149: Eleazar DeLuca (RU) dec. Miles Patton (MINN), 6-4"
"157: Jake Short (MINN) dec. John Van Brill (RU), 4-3"
"165: Richie Lewis (RU) dec. Nick Wanzek (MINN), 3-1"
"174: Joseph Grello (RU) dec. Chris Pfarr (MINN), 12-7"
"184: Nicholas Gravina (RU) dec. Brandon Krone (MINN), 8-2"
"197: Dylan Anderson (MINN) dec. Anthony Messner (RU), 11-4"

"Michigan 39, Michigan State 3"
125: Rayvon Foley (Michigan State) over Drew Mattin (Michigan) (Dec 10-3)
133: Stevan Micic (Michigan) over Logan Griffin (Michigan State) (Fall 0:34)
141: Salvatore Profaci (Michigan) over Javier Gasca III (Michigan State) (Dec 2-0)
149: Malik Amine (Michigan) over Austin Eicher (Michigan State) (Dec 7-3)
157: Alec Pantaleo (Michigan) over Jake Tucker (Michigan State) (Dec 8-4)
165: Logan Massa (Michigan) over Austin Hiles (Michigan State) (MD 11-2)
174: Garrett Sutton (Michigan) over Gary (Logan) Ritchie (Michigan State) (MD 12-3)
184: Domenic Abounader (Michigan) over Shwan Shadaia (Michigan State) (Fall 2:18)
197: Kevin Beazley (Michigan) over Nick May (Michigan State) (MD 20-12)
285: Adam Coon (Michigan) over Christian Rebottaro (Michigan State) (Fall 1:45)

"Oklahoma State 34, Edinboro 6"
125: Nicholas Piccininni (Oklahoma State) over Sean Russell (Edinboro) (Dec 3-1)
133: Kaid Brock (Oklahoma State) over Korbin Myers (Edinboro) (Dec 5-4)
141: Dean Heil (Oklahoma State) over Nate Hagan (Edinboro) (TF 17-1 5:30)
149: Boo Lewallen (Oklahoma State) over Jensen Lorea (Edinboro) (Fall 5:11)
157: Andrew Shomers (Edinboro) over Jonce Blaylock (Oklahoma State) (Dec 3-0)
165: Chandler Rogers (Oklahoma State) over Fritz Hoehn (Edinboro) (Fall 0:35)
174: Ty Schoffstall (Edinboro) over Hestin Lamons (Oklahoma State) (Dec 13-7)
184: Keegan Moore (Oklahoma State) over Zach Ancewicz (Edinboro) (Dec 9-2)
197: Andrew Marsden (Oklahoma State) over Dylan Reynolds (Edinboro) (MD 20-6)
285: Derek White (Oklahoma State) over William Miller (Edinboro) (MD 12-3)

"North Carolina State 26, North Carolina 7"
165: Sam Melikian (North Carolina State) over Joshua McClure (North Carolina) (Dec 10-4)
174: Ethan Ramos (North Carolina) over Daniel Bullard (North Carolina State) (MD 17-8)
184: Pete Renda (North Carolina State) over Chip Ness (North Carolina) (MD 8-0)
197: Michael Macchiavello (North Carolina State) over Daniel Chaid (North Carolina) (Dec 3-2)
285: Michael Boykin (North Carolina State) over Andrew Gunning (North Carolina) (Dec 10-3)
125: Sean Fausz (North Carolina State) over James Szymanski (North Carolina) (MD 16-2)
133: Tariq Wilson (North Carolina State) over Zachary Sherman (North Carolina) (Dec 4-1)
141: Kevin Jack (North Carolina State) over AC Headlee (North Carolina) (Dec 4-2)
149: Troy Heilmann (North Carolina) over Beau Donahue (North Carolina State) (Dec 5-1)
157: Hayden Hidlay (North Carolina State) over Kennedy Monday (North Carolina) (Dec 12-6)

"South Dakota State 25, Pitt 13"
149: Robert Lee (Pittsburgh) over Colten Carlson (South Dakota State) (Dec 10-3)
157: Luke Zilverberg (South Dakota State) over Taleb Rahmani (Pittsburgh) (MD 10-2)
165: Jake Wentzel (Pittsburgh) over Logan Peterson (South Dakota State) (MD 12-2)
174: David Kocer (South Dakota State) over Thomas O`Brien (Pittsburgh) (MD 15-3)
184: Martin Mueller (South Dakota State) over Gregg Harvey (Pittsburgh) (Dec 9-7)
197: Nate Rotert (South Dakota State) over Kellan Stout (Pittsburgh) (Dec 4-3)
285: Ryan Solomon (Pittsburgh) over Alex Macki (South Dakota State) (Dec 7-0)
125: Lorenzo Bentley (Pittsburgh) over Connor Brown (South Dakota State) (Dec 5-2)
133: Seth Gross (South Dakota State) over Dom Forys (Pittsburgh) (TF 16-0 3:20)
141: Henry Pohlmeyer (South Dakota State) over Nick Zanetta (Pittsburgh) (Fall 5:35)

"Wyoming 38, Utah Valley 4"
141: Bryce Meredith (Wyoming) over Matt Findlay (Utah Valley University) (Fall 3:56)
149: Sam Turner (Wyoming) over Matthew Ontiveros (Utah Valley University) (Fall 4:37)
157: Archie Colgan (Wyoming) over Raider Lofthouse (Utah Valley University) (TF 16-1 7:00)
165: Branson Ashworth (Wyoming) wins by forfeit
174: Kimball Bastian (Utah Valley University) over Dewey Krueger (Wyoming) (MD 10-2)
184: Chaz Polson (Wyoming) over Gary Jantzer (Utah Valley University) (SV-1 8-6)
197: Luke Paine (Wyoming) over Tanner Orndorff (Utah Valley University) (Dec 3-2)
285: Sam Eagan (Wyoming) over Dustin Dennison (Utah Valley University) (TB-1 7-6)
125: Drake Foster (Wyoming) over Josh Jensen (Utah Valley University) (Dec 10-5)
133: Montorie Bridges (Wyoming) over Durbin Lloren (Utah Valley University) (Dec 8-4)

"Nebraska 24, Wisconsin 10"
165: Isaiah White (Nebraska) over Evan Wick (Wisconsin) (Dec 6-3)
174: Ryan Christensen (Wisconsin) over Beau Breske (Nebraska) (Dec 3-2)
184: Taylor Venz (Nebraska) over Ricky Robertson (Wisconsin) (Dec 12-7)
197: Hunter Ritter (Wisconsin) over Eric Schultz (Nebraska) (Dec 9-6)
285: David Jensen (Nebraska) over Ben Stone (Wisconsin) (Fall 1:33)
125; Mitch Maginnis (Nebraska) over Johnny Jimenez (Wisconsin) (Dec 5-2)
133: Jason Renteria (Nebraska) over Jens Lantz (Wisconsin) (Dec 11-4)
141: Chad Red (Nebraska) over Eli Stickley (Wisconsin) (Dec 6-3)
149: Colton McCrystal (Nebraska) over Cole Martin (Wisconsin) (Dec 7-4)
157: Andrew Crone (Wisconsin) over Tyler Berger (Nebraska) (MD 11-3)

"Old Dominion 19, Kent State 14"
125: Michael McGee (Old Dominion) over Jake Ferri (Kent State) (MD 11-1)
133: Anthony Tutolo (Kent State) over Caleb Richardson (Old Dominion) (Dec 3-1)
141: Alex Madrigal (Old Dominion) over Tim Rooney (Kent State) (Dec 7-1)
149: Kenan Carter (Old Dominion) over Nicholas Monico (Kent State) (Dec 2-0)
157: Larry Early (Old Dominion) over Casey Sparkman (Kent State) (Dec 3-2)
165: Isaac Bast (Kent State) over Luke Drugac (Old Dominion) (MD 14-5)
174: Seldon Wright (Old Dominion) over Dylan Barreiro (Kent State) (Dec 5-2)
184: Antonio Agee (Old Dominion) over Colin McCracken (Kent State) (Dec 6-2)
197: Kyle Conel (Kent State) over John D`Agostino (Old Dominion) (MD 16-7)
285: Stephen Suglio (Kent State) over Ali Wahab (Old Dominion) (Dec 6-4)

"Binghamton 35, Northern Illinois 0"
125: Joe Nelson (Binghamton University) over Brock Hudkins (Northern Illinois) (Dec 3-1)
133: Jacob Nicholson (Binghamton University) over Alijah Jeffery (Northern Illinois) (Dec 4-1)
141: Joseph Russ (Binghamton University) over Anthony Rubino (Northern Illinois) (MD 11-2)
149: Frank Garcia (Binghamton University) over Nolan Baker (Northern Illinois) (MD 13-1)
157: Tristan Rifanburg (Binghamton University) over Caden McWhirter (Northern Illinois) (Dec 4-2)
165: Vincent Deprez (Binghamton University) over Andrew Scott (Northern Illinois) (Dec 16-9)
174: Anthony Lombardo (Binghamton University) over Quinton Rosser (Northern Illinois) (Dec 10-4)
184: Steven Schneider (Binghamton University) over Bryce Gorman (Northern Illinois) (Dec 6-0)
197: Alexander Melikian (Binghamton University) over Max Ihry (Northern Illinois) (Dec 7-6)
285: Sean Dee (Binghamton University) over Caleb Gossett (Northern Illinois) (Fall 5:30)

"Clarion 30, Bloomsburg 9"
125: Willy Girard (Bloomsburg) over Gavin Park (Clarion) (Dec 9-7)
133: Andy Schutz (Bloomsburg) over Roshaun Cooley (Clarion) (Dec 7-0)
141: Brock Zacherl (Clarion) over Shawn Orem (Bloomsburg) (TF 27-8 6:50)
149: Taylor Ortz (Clarion) over Braden Stahlnecker (Bloomsburg) (MD 12-1)
157: Avery Shay (Clarion) over Kevin Laubach (Bloomsburg) (SV-1 (Fall) 7:48)
165: Nate Newberry (Bloomsburg) over Max Wohlabaugh (Clarion) (TB-2 (RT) 4-3)
174: Dominic Rigous (Clarion) over Kyle Murphy (Bloomsburg) (Dec 2-0)
184: Greg Bulsak (Clarion) over Trevor Allard (Bloomsburg) (Dec 3-2)
197: Dustin Conti (Clarion) over Logan Womelsdorf (Bloomsburg) (Dec 3-1)
285: Toby Cahill (Clarion) over Bruce Graeber (Bloomsburg) (Fall 1:09)

"Princeton 24, Columbia 17"
157: Mike D`Angelo (Princeton) over Markus Scheidel (Columbia) (TB-1 2-1)
165: Jonathan Schleifer (Princeton) over Laurence Kosoy (Columbia) (Dec 10-5)
174: Tyrel White (Columbia) over Carlin Powell (Princeton) (TF 22-7 7:00)
184: Kevin Parker (Princeton) over Andrew Psomas (Columbia) (MD 10-1)
197: Patrick Brucki (Princeton) over Michael Bulkin (Columbia) (MD 12-3)
285: Garrett Ryan (Columbia) over Michael Markulec (Princeton) (TF 24-9 5:47)
125: Matteo DeVincenzo (Princeton) over Spencer Good (Columbia) (MD 10-0)
133: Alec Kelly (Columbia) over Jonathan Gomez (Princeton) (MD 14-6)
141: JP Ascolese (Columbia) over Jordan Reich (Princeton) (Dec 12-5)
149: Matthew Kolodzik (Princeton) over Jacob Macalolooy (Columbia) (Fall 6:27)

"Northwestern 24, Purdue 16"
174: Dylan Lydy (Purdue) over Johnny Sebastian (Northwestern) (TB-1 2-1)
184: Max Lyon (Purdue) over Mitch Sliga (Northwestern) (Dec 6-5)
197: Zachary Chakonis (Northwestern) over Christian Brunner (Purdue) (Fall 3:09)
285: Conan Jennings (Northwestern) over Shawn Streck (Purdue) (Dec 7-3)
125: Sebastian Rivera (Northwestern) over Luke Welch (Purdue) (MD 12-1)
133: Ben Thornton (Purdue) over Colin Valdivez (Northwestern) (Dec 5-4)
141: Nate Limmex (Purdue) over Alexander McKenna (Northwestern) (Dec 7-2)
149: Ryan Deakin (Northwestern) over Austin Nash (Purdue) (TF 19-4 7:00)
157: Shayne Oster (Northwestern) over Griffin Parriott (Purdue) (Fall 5:30)
165: Jacob Morrissey (Purdue) over Michael Sepkle (Northwestern) (MD 13-0)

"Iowa State 26, Fresno State 22"
125: Sean Williams (Fresno State ) over Sinjin Briggs (Iowa State) (MD 10-2)
133: Markus Simmons (Iowa State) over Trevor Williams (Fresno State ) (Fall 6:07)
141: Chris Deloza (Fresno State ) wins by forfeit
149: Khristian Olivas (Fresno State ) over Jarrett Degen (Iowa State) (Dec 15-14)
157: Chase Straw (Iowa State) over Greg Gaxiola (Fresno State ) (TF 19-3 5:45)
165: Skyler St. John (Iowa State) wins by forfeit
174: Dominic Kincaid (Fresno State ) over Daniel Bush (Iowa State) (Dec 7-4)
184: Dane Pestano (Iowa State) over Richie Brandt (Fresno State ) (Fall 6:59)
197: Josh Hokit (Fresno State ) over Joe Teague (Iowa State) (Fall 1:44)
285: Marcus Harrington (Iowa State) over AJ Nevills (Fresno State ) (SV-1 6-4)

"Cornell 22, Drexel 13"
"165: Ebed Jarrell (Drexel) major dec. Adam Santoro (Cornell), 13-5"
"174: Brandon Womack (Cornell) dec. Austin Rose (Drexel), 2-0"
"184: Max Dean (Cornell) dec. Alex DeCiantis (Drexel), 8-3,"
"197: Ben Darmstadt (Cornell) dec. Stephen Loiseau (Drexel), 6-4"
"285: Jeramy Sweany (Cornell) dec. over Josh Murphy (Drexel), 6-1"
"125: Zack Fuentes (Drexel) dec. Noah Baughman (Cornell), 6-0"
"133: Austin DeSanto (D) dec. over Chaz Tucker (Cornell), 2-1"
"141: Yianni Diakomihalis (Cornell) FALL Julian Flores (Drexel), 1:21"
"149: Will Koll (Cornell) major dec. Trevor Elfvin (Drexel), 10-0"
"157: Garrett Hammond (Drexel) dec. over Kyle Simaz (Cornell), 7-4"

"Central Michigan 29, Eastern Michigan 7"
"125: Drew Hildebrandt (CMU) dec. Tomas Gutierrez (EMU), 5-4"
"133: Noah Gonser (EMU) dec. Dresdon Simon (CMU), 3-1"
"141: Mason Smith (CMU) dec. Sa'Derian Perry (EMU), 7-5"
"149: Justin Oliver(CMU) dec. Kyle Springer (EMU), 12-10"
"157: Collin Heffernan (CMU) dec. JJ Wolfe (EMU), 13-9"
"165: Zac Carson (EMU) maj dec. Logan Parks (CMU), 14-5"
"174: Christian Brucki (CMU) tech fall Andrew Mcnally (EMU), 17-2"
"184: Jordan Ellingwood (CMU) dec. Kayne MacCallum (EMU), 4-0"
"197: Jordan Atienza (CMU) dec. Derek Hillman (EMU), 10-5"
"285: Matt Stencel(CMU) FALL Gage Hutchison (EMU), 1:36"

"Cal State Bakersfield 34, Cal Baptist 7"
125: Sergio Mendez (CSUB) wins by forfeit
"133: Sean Nickell (CSUB) maj dec. Adam Velasquez (CBU), 12-4"
"141: Russell Rohlfing (CSUB) tech fall Andrew Schulte (CBU), 23-5"
"149: Daxton Gordon (CBU) maj dec. Kelani Tonge (CSUB), 14-2"
"157: Coleman Hammond (CSUB) dec. Slater Johnson (CBU), 5-3"
"165: Jacob Thalin (CSUB) maj dec. Peter Cunningham (CBU), 13-2"
"174: Nolan Kistler (CBU) dec. Lorenzo De La Riva (CSUB), 6-2"
"184: Dominic Ducharme (CSUB) dec. Nick Fiegner (CBU), 13-11"
"197: Matt Williams (CSUB) FALL Garrett Strang (CBU), 4:33"
"285: Penyascek (CSUB) dec. Zach Schrader (CBU), 2-0"

"Saturday, February 10:"

"Penn State 28, Iowa 13"
125: Spencer Lee (Iowa) over Carson Kuhn (Penn State) (Fall 2:06)
133: Corey Keener (Penn State) over Paul Glynn (Iowa) (Dec 5-2)
141: Nick Lee (Penn State) over Vincent Turk (Iowa) (Dec 11-8)
149: Zain Retherford (Penn State) over Brandon Sorensen (Iowa) (Dec 6-2)
157: Michael Kemerer (Iowa) over Bo Pipher (Penn State) (MD 14-4)
165: Alex Marinelli (Iowa) over Vincenzo Joseph (Penn State) (Dec 9-6)
174: Mark Hall (Penn State) over Joseph Gunther (Iowa) (Fall 1:00)
184: Bo Nickal (Penn State) over Mitchell Bowman (Iowa) (Fall 0:50)
197: Shakur Rasheed (Penn State) over Cash Wilcke (Iowa) (MD 11-2)
285: Nick Nevills (Penn State) over Samuel Stoll (Iowa) (Dec 3-2)

"Cornell 32, Penn 9"
125: Noah Baughman (Cornell) wins by forfeit
"133: Chaz Tucker (Cornell) major dec. Tristin DeVincenzo (Penn), 12-4"
141: Yianni Diakomihalis (Cornell) wins by forfeit
"149: Will Koll (Cornell) dec. Patrick Munn (Penn), 9-3"
"157: Fredy Stroker (Cornell) dec. Jon Errico (Penn), 6-0"
"165: May Bethea (Penn) dec. Adam Santoro (Cornell), 8-3"
"174: Milik Dawkins (Cornell) major dec. Quinton Hiles (Penn), 17-5"
"184: Max Dean (Cornell) dec. Joe Heyob (Penn), 8-2"
"197: Ben Darmstadt (Cornell) dec. Frank Mattiace (Penn), 8-1"
285: Tyler Hall (Penn) wins by forfeit

"Oklahoma 19, Edinboro 16"
125: Sean Russell (Edinboro) over Christian Moody (Oklahoma) (Dec 10-5)
133: Korbin Myers (Edinboro) over Jacob Rubio (Oklahoma) (MD 12-3)
141: Mike Longo (Oklahoma) over Nate Hagan (Edinboro) (MD 8-0)
149: Davion Jeffries (Oklahoma) over Jensen Lorea (Edinboro) (MD 12-0)
157: Andrew Shomers (Edinboro) over Justin Thomas (Oklahoma) (Dec 3-1)
165: Dawaylon Barnes (Oklahoma) over Fritz Hoehn (Edinboro) (MD 14-6)
174: Yoanse Mejias (Oklahoma) over Ty Schoffstall (Edinboro) (Dec 3-2)
184: Zach Ancewicz (Edinboro) over Matt Waddell (Oklahoma) (Dec 3-1)
197: Andrew Dixon (Oklahoma) over Dylan Reynolds (Edinboro) (MD 9-0)
285: William Miller (Edinboro) over Connor Webb (Oklahoma) (Dec 4-0)

"Northern Iowa 31, Iowa State 7"
125: Jacob Schwarm (Northern Iowa) over Sinjin Briggs (Iowa State) (Fall 0:51)
133: Markus Simmons (Iowa State) over Jack Wagner (Northern Iowa) (MD 14-0)
141: Josh Alber (Northern Iowa) wins by forfeit
149: Max Thomsen (Northern Iowa) over Jarrett Degen (Iowa State) (Dec 7-5)
157: Logan Ryan (Northern Iowa) over Chase Straw (Iowa State) (Dec 3-1)
165: Skyler St. John (Iowa State) over Daniel Kelly (Northern Iowa) (Dec 7-4)
174: Taylor Lujan (Northern Iowa) over Daniel Bush (Iowa State) (MD 17-6)
184: Drew Foster (Northern Iowa) over Dane Pestano (Iowa State) (Dec 6-4)
197: Jacob Holschlag (Northern Iowa) over Samuel Colbray (Iowa State) (Dec 2-0)
285: Carter Isley (Northern Iowa) over Marcus Harrington (Iowa State) (Dec 4-3)

"Stanford 21, Oregon State 15"
"125: Ronnie Bresser (OSU) dec. Gabriel Townsell (STAN), 6-1"
"133: Mason Pengilly (STAN) dec. Devan Turner (OSU), 7-6"
"141: Isaiah Locsin (STAN) dec. Jack Hathaway (OSU), 2-1"
"149: Josh Reyes (OSU) dec. Jake Barry (STAN), 9-4"
"157: Paul Fox (STAN) dec. Hunter Willits (OSU), 5-2"
"165: Brandon Dallavia (STAN) tech. fall Rodney Williams (OSU), 16-0"
"174: Keaton Subjeck (STAN) maj. dec. Myles Terry (OSU), 13-5"
"184: Austin Flores (STAN) dec. Bob Coleman (OSU), 11-6"
"197: Corey Griego (OSU) FALL Cole DePasquale (STAN), 3:52"
"285: Amar Dhesi (OSU) dec. Nathan Butler (STAN), 8-5"

"Brown 44, Sacred Heart 0"
125: Donald Keeley (Brown) wins by forfeit
133: Hunter Kosco (Brown) wins by forfeit
141: Ezekiel Salvo (Brown) over Shaun Williams (Sacred Heart) (MD 12-2)
149: Zach Krause (Brown) over Jay Oakes (Sacred Heart) (Fall 3:00)
157: Justin Staudenmayer (Brown) over Paul Klee (Sacred Heart) (Dec 5-4)
165: Jonathan Viruet (Brown) over William Schmidt (Sacred Heart) (MD 14-4)
174: Bryce Rogers (Brown) over Tom Grosso (Sacred Heart) (MD 16-6)
184: CJ LaFragola (Brown) over Mark Boyle (Sacred Heart) (MD 14-5)
197: Tucker Ziegler (Brown) over Joe Toci (Sacred Heart) (MD 16-6)
285: Ian Butterbrodt (Brown) over John Hartnett (Sacred Heart) (Dec 4-2)

"Penn 21, Columbia 18"
125: Daniel Planta (Pennsylvania) over Spencer Good (Columbia) (Fall 1:08)
133: Giovanni Ghione (Pennsylvania) over Alec Kelly (Columbia) (MD 13-3)
141: JP Ascolese (Columbia) over Thomas DiGiovanni (Pennsylvania) (Dec 12-6)
149: Jacob Macalolooy (Columbia) over Joe Oliva (Pennsylvania) (MD 14-1)
157: Markus Scheidel (Columbia) over Joseph Velliquette (Pennsylvania) (Dec 11-6)
165: May Bethea (Pennsylvania) over Laurence Kosoy (Columbia) (MD 14-5)
174: Tyrel White (Columbia) over Brian Krasowski (Pennsylvania) (MD 13-4)
184: Joe Heyob (Pennsylvania) over Andrew Psomas (Columbia) (Dec 5-4)
197: Frank Mattiace (Pennsylvania) over Michael Bulkin (Columbia) (MD 13-4)
285: Garrett Ryan (Columbia) over Tyler Hall (Pennsylvania) (MD 18-5)

"Cornell 34, Princeton 6"
125: Noah Baughman (Cornell) over Matteo DeVincenzo (Princeton) (Fall 4:34)
133: Chaz Tucker (Cornell) over Jonathan Gomez (Princeton) (Dec 6-2)
141: Yianni Diakomihalis (Cornell) over Jordan Reich (Princeton) (Fall 4:48)
149: Matthew Kolodzik (Princeton) over William Koll (Cornell) (Dec 8-4)
157: Mike D`Angelo (Princeton) over Fredy Stroker (Cornell) (Dec 4-0)
165: Jon Jay Chavez (Cornell) over Leonard Merkin (Princeton) (MD 12-1)
174: Brandon Womack (Cornell) over Jonathan Schleifer (Princeton) (Dec 5-4)
184: Maxwell Dean (Cornell) over Kevin Parker (Princeton) (TF 16-0 6:23)
197: Ben Darmstadt (Cornell) over Patrick Brucki (Princeton) (Dec 9-6)
285: Jeramy Sweany (Cornell) over Christian Araneo (Princeton) (MD 9-0)

"Wyoming 38, Northern Colorado 4"
125: Drake Foster (Wyoming) FALL Sean Cannon (Northern Colorado)
"133: Rico Montoya (Northern Colorado) maj dec. Ronnie Stevens (Wyoming), 11-2"
141: Bryce Meredith (Wyoming) FALL Benjamin Polkowske (Northern Colorado)
"149: Sam Turner (Wyoming) tech fall Owen Lamb (Northern Colorado), 19-1"
"157: Archie Colgan (Wyoming) dec. Tyler Kinn (Northern Colorado), 6-3"
"165: Branson Ashworth (Wyoming) dec. Keilan Torres (Northern Colorado), 8-1"
"174: Kyle Pope (Wyoming) dec. Seth Bogulski (Northern Colorado), 8-2"
"184: Chaz Polson (Wyoming) dec. Dylan Gabel (Northern Colorado), 5-1"
197: Luke Paine (Wyoming) inj def. Jacob Seely (Northern Colorado)
"285: Sam Eagen (Wyoming) dec. Robert Winters (Northern Colorado), 6-3"

"Davidson 25, Belmont Abbey 16"
125: Ryan Davis (Belmont Abbey) over Michael McClelland (Davidson) (MD 15-2)
133: Nathan Oakley (Belmont Abbey) over Zamir Ode (Davidson) (Dec 5-1)
141: Dustin Runzo (Davidson) over Justin Payne (Belmont Abbey) (Dec 13-9)
149: Will Baldwin (Davidson) wins by forfeit
157: Tony Palumbo (Davidson) over Jonathan Charpenter (Belmont Abbey) (Dec 9-5)
165: Greg Hilliard (Belmont Abbey) over Tien Hunter (Davidson) (Fall 1:09)
174: John Glunt (Belmont Abbey) over Noah Satterfield (Davidson) (Dec 7-3)
184: Conor Fenn (Davidson) over Luke Glunt (Belmont Abbey) (TF 17-2 1:15)
197: Konner Pritchard (Davidson) over Brian Girard (Belmont Abbey) (TF 16-1 0:00)
285: Will Cooley (Davidson) over Mike Siwiec (Belmont Abbey) (SV-1 5-4)

"Air Force 26, Utah Valley 10"
"125: Tony DeCesare (Air Force) dec. Josh Jensen (UVU), 5-1"
"133: Isaac Jimenez (Air Force) maj dec. Durbin Lloren (UVU), 12-2"
141: Alec Opsal (Air Force) FALL Matt Findlay (UVU)
"149: Dane Robbins (Air Force) dec. Matthew Ontiveros (UVU), 7-1"
